"Gene_name","Gene_id","Transcript_id"
"SLC3A2","ENSG00000168003.16","ENST00000338663.11"
"C11orf84","ENSG00000168005.8","ENST00000294244.8"
"TRANK1","ENSG00000168016.13","ENST00000429976.5"
"RPSA","ENSG00000168028.13","ENST00000301821.10"
"ENTPD3","ENSG00000168032.8","ENST00000301825.7"
"CTNNB1","ENSG00000168036.16","ENST00000349496.9"
"ULK4","ENSG00000168038.10","ENST00000301831.8"
"FADD","ENSG00000168040.4","ENST00000301838.4"
"LTBP3","ENSG00000168056.15","ENST00000322147.8"
"NAALADL1","ENSG00000168060.15","ENST00000533753.5"
"BATF2","ENSG00000168062.9","ENST00000301887.8"
"SF1","ENSG00000168066.20","ENST00000377390.7"
"MAP4K2","ENSG00000168067.11","ENST00000294066.6"
"MAJIN","ENSG00000168070.11","ENST00000530444.5"
"CCDC88B","ENSG00000168071.21","ENST00000301897.5"
"SCARA3","ENSG00000168077.13","ENST00000301904.3"
"PBK","ENSG00000168078.9","ENST00000301905.8"
"SCARA5","ENSG00000168079.16","ENST00000354914.7"
"PNOC","ENSG00000168081.8","ENST00000522209.1"
"COPS6","ENSG00000168090.9","ENST00000418625.5"
"PAFAH1B2","ENSG00000168092.13","ENST00000527958.5"
"NUDT16L1","ENSG00000168101.14","ENST00000304301.10"
"KIAA1586","ENSG00000168116.13","ENST00000370733.4"
"OR1F1","ENSG00000168124.2","ENST00000304646.2"
"OR2B2","ENSG00000168131.4","ENST00000303324.4"
"KCNJ4","ENSG00000168135.4","ENST00000303592.3"
"SETD5","ENSG00000168137.15","ENST00000407969.5"
"VASN","ENSG00000168140.4","ENST00000304735.3"
"FAM83B","ENSG00000168143.8","ENST00000306858.7"
"HIST3H3","ENSG00000168148.3","ENST00000366696.1"
"THAP9","ENSG00000168152.12","ENST00000302236.9"
"OR2C1","ENSG00000168158.3","ENST00000304936.3"
"RNF187","ENSG00000168159.11","ENST00000305943.7"
"HOOK3","ENSG00000168172.8","ENST00000307602.8"
"MAPK1IP1L","ENSG00000168175.14","ENST00000622254.1"
"DDIT4","ENSG00000168209.4","ENST00000307365.3"
"RBPJ","ENSG00000168214.20","ENST00000342320.8"
"LMBRD1","ENSG00000168216.10","ENST00000370577.7"
"ZCCHC4","ENSG00000168228.14","ENST00000302874.8"
"PTGDR","ENSG00000168229.3","ENST00000306051.2"
"TTC39C","ENSG00000168234.12","ENST00000577185.1"
"GLYCTK","ENSG00000168237.17","ENST00000436784.6"
"GNG4","ENSG00000168243.10","ENST00000366597.5"
"UBTD2","ENSG00000168246.5","ENST00000393792.2"
"POLR2J3","ENSG00000168255.19","ENST00000621093.4"
"NKIRAS2","ENSG00000168256.17","ENST00000307641.9"
"DNAJC7","ENSG00000168259.14","ENST00000426588.7"
"KCNV2","ENSG00000168263.8","ENST00000382082.3"
"PTF1A","ENSG00000168267.6","ENST00000376504.3"
"NT5DC2","ENSG00000168268.10","ENST00000422318.6"
"FOXI1","ENSG00000168269.8","ENST00000449804.3"
"SMIM4","ENSG00000168273.7","ENST00000307106.3"
"COA6","ENSG00000168275.14","ENST00000619305.1"
"MGAT2","ENSG00000168282.5","ENST00000305386.3"
"BMI1","ENSG00000168283.13","ENST00000376663.7"
"THAP11","ENSG00000168286.2","ENST00000303596.2"
"MMADHC","ENSG00000168288.12","ENST00000303319.9"
"PDHB","ENSG00000168291.12","ENST00000302746.10"
"PXK","ENSG00000168297.15","ENST00000479134.5"
"HIST1H1E","ENSG00000168298.6","ENST00000304218.5"
"PCMTD1","ENSG00000168300.13","ENST00000544451.2"
"KCTD6","ENSG00000168301.12","ENST00000404589.7"
"MPLKIP","ENSG00000168303.6","ENST00000306984.6"
"FAM107A","ENSG00000168309.16","ENST00000360997.6"
"IRF2","ENSG00000168310.10","ENST00000393593.7"
"CX3CR1","ENSG00000168329.13","ENST00000399220.2"
"C8orf22","ENSG00000168333.13","ENST00000522267.5"
"XIRP1","ENSG00000168334.8","ENST00000421646.1"
"INSM2","ENSG00000168348.3","ENST00000307169.3"
"SCN11A","ENSG00000168356.11","ENST00000302328.7"
"ARF4","ENSG00000168374.10","ENST00000303436.10"
"44076","ENSG00000168385.17","ENST00000391971.6"
"FILIP1L","ENSG00000168386.18","ENST00000383694.3"
"MFSD2A","ENSG00000168389.17","ENST00000372811.9"
"DTYMK","ENSG00000168393.12","ENST00000305784.6"
"TAP1","ENSG00000168394.10","ENST00000354258.4"
"ING5","ENSG00000168395.15","ENST00000313552.10"
"BDKRB2","ENSG00000168398.6","ENST00000554311.1"
"MLKL","ENSG00000168404.12","ENST00000308807.11"
"RFWD3","ENSG00000168411.13","ENST00000361070.8"
"MTNR1A","ENSG00000168412.6","ENST00000307161.5"
"KCNG4","ENSG00000168418.7","ENST00000308251.5"
"RHOH","ENSG00000168421.12","ENST00000613272.4"
"KLHL30","ENSG00000168427.8","ENST00000409223.1"
"COG7","ENSG00000168434.12","ENST00000307149.9"
"CDC40","ENSG00000168438.14","ENST00000307731.1"
"STIP1","ENSG00000168439.16","ENST00000305218.8"
"SCNN1B","ENSG00000168447.10","ENST00000343070.6"
"TXNDC2","ENSG00000168454.11","ENST00000306084.6"
"RAB31","ENSG00000168461.12","ENST00000578921.5"
"REEP4","ENSG00000168476.11","ENST00000306306.7"
"LGI3","ENSG00000168481.8","ENST00000306317.6"
"SFTPC","ENSG00000168484.12","ENST00000318561.7"
"ATXN2L","ENSG00000168488.18","ENST00000336783.8"
"PHYHIP","ENSG00000168490.13","ENST00000321613.7"
"CCDC110","ENSG00000168491.9","ENST00000307588.7"
"POLR3D","ENSG00000168495.12","ENST00000306433.8"
"FEN1","ENSG00000168496.3","ENST00000305885.2"
"SDPR","ENSG00000168497.4","ENST00000304141.4"
"GBX2","ENSG00000168505.6","ENST00000306318.4"
"HFE2","ENSG00000168509.19","ENST00000497365.5"
"SCGB1D1","ENSG00000168515.3","ENST00000306238.3"
"HEXIM2","ENSG00000168517.10","ENST00000591576.5"
"FNTA","ENSG00000168522.12","ENST00000302279.7"
"SERINC2","ENSG00000168528.11","ENST00000373709.7"
"MYL1","ENSG00000168530.15","ENST00000341685.8"
"TRAPPC11","ENSG00000168538.15","ENST00000334690.10"
"CHRM1","ENSG00000168539.3","ENST00000306960.3"
"COL3A1","ENSG00000168542.14","ENST00000304636.7"
"ING2","ENSG00000168556.6","ENST00000302327.3"
"CDKN2AIP","ENSG00000168564.5","ENST00000302350.4"
"SNRNP48","ENSG00000168566.12","ENST00000342415.5"
"TMEM223","ENSG00000168569.7","ENST00000307366.7"
"SLC20A2","ENSG00000168575.9","ENST00000342228.7"
"CRYGA","ENSG00000168582.4","ENST00000304502.4"
"DYNLRB2","ENSG00000168589.14","ENST00000305904.10"
"TMUB2","ENSG00000168591.15","ENST00000319511.6"
"ADAM29","ENSG00000168594.15","ENST00000618444.1"
"STAT3","ENSG00000168610.14","ENST00000264657.9"
"ZSWIM1","ENSG00000168612.4","ENST00000372523.1"
"ADAM9","ENSG00000168615.11","ENST00000487273.6"
"ADAM18","ENSG00000168619.15","ENST00000265707.9"
"GDNF","ENSG00000168621.14","ENST00000326524.6"
"DPCR1","ENSG00000168631.12","ENST00000462446.5"
"WFDC13","ENSG00000168634.4","ENST00000305479.2"
"AXIN2","ENSG00000168646.12","ENST00000618960.4"
"NDUFS5","ENSG00000168653.10","ENST00000372967.3"
"VWA3B","ENSG00000168658.18","ENST00000614454.1"
"ZNF30","ENSG00000168661.14","ENST00000601957.5"
"UGT3A2","ENSG00000168671.9","ENST00000282507.7"
"LDLRAD4","ENSG00000168675.18","ENST00000359446.9"
"KCTD19","ENSG00000168676.10","ENST00000304372.5"
"SLC16A4","ENSG00000168679.17","ENST00000369779.8"
"IL7R","ENSG00000168685.14","ENST00000303115.7"
"TMEM208","ENSG00000168701.18","ENST00000304800.13"
"LRP1B","ENSG00000168702.17","ENST00000437977.5"
"WFDC12","ENSG00000168703.5","ENST00000372785.3"
"AHCYL1","ENSG00000168710.17","ENST00000369799.9"
"DNAJC21","ENSG00000168724.14","ENST00000342382.8"
"PKIG","ENSG00000168734.13","ENST00000372886.5"
"NPNT","ENSG00000168743.12","ENST00000504787.1"
"CA7","ENSG00000168748.13","ENST00000338437.6"
"FAM178B","ENSG00000168754.14","ENST00000393526.6"
"SEMA4C","ENSG00000168758.10","ENST00000305476.9"
"CNNM3","ENSG00000168763.15","ENST00000305510.3"
"GSTM4","ENSG00000168765.16","ENST00000369836.8"
"CXXC4","ENSG00000168772.10","ENST00000394767.2"
"TCTN2","ENSG00000168778.11","ENST00000303372.6"
"PPIP5K1","ENSG00000168781.21","ENST00000360301.8"
"TSPAN5","ENSG00000168785.7","ENST00000305798.7"
"ABHD15","ENSG00000168792.4","ENST00000307201.4"
"ZBTB5","ENSG00000168795.4","ENST00000307750.4"
"CHTF8","ENSG00000168802.12","ENST00000448552.6"
"ADAL","ENSG00000168803.14","ENST00000389651.8"
"LCMT2","ENSG00000168806.7","ENST00000567039.1"
"SNTB2","ENSG00000168807.16","ENST00000336278.8"
"IL12A","ENSG00000168811.6","ENST00000305579.6"
"ZNF507","ENSG00000168813.16","ENST00000311921.8"
"STX18","ENSG00000168818.9","ENST00000306200.6"
"NSG1","ENSG00000168824.14","ENST00000433139.6"
"ZBTB49","ENSG00000168826.15","ENST00000337872.8"
"GFM1","ENSG00000168827.14","ENST00000486715.5"
"OR13J1","ENSG00000168828.5","ENST00000377981.3"
"HTR1E","ENSG00000168830.7","ENST00000305344.6"
"FSTL5","ENSG00000168843.13","ENST00000306100.9"
"DDX19A","ENSG00000168872.16","ENST00000302243.11"
"ATOH8","ENSG00000168874.12","ENST00000306279.3"
"SOX14","ENSG00000168875.2","ENST00000306087.2"
"ANKRD49","ENSG00000168876.8","ENST00000302755.4"
"SFTPB","ENSG00000168878.16","ENST00000519937.6"
"USP39","ENSG00000168883.19","ENST00000323701.10"
"TNIP2","ENSG00000168884.14","ENST00000315423.11"
"C2orf68","ENSG00000168887.10","ENST00000306336.5"
"TMEM150A","ENSG00000168890.13","ENST00000334462.9"
"RNF181","ENSG00000168894.9","ENST00000306368.8"
"VAMP5","ENSG00000168899.4","ENST00000306384.4"
"BTNL3","ENSG00000168903.8","ENST00000342868.6"
"LRRC28","ENSG00000168904.14","ENST00000561276.5"
"MAT2A","ENSG00000168906.12","ENST00000306434.7"
"PLA2G4F","ENSG00000168907.13","ENST00000397272.7"
"ENHO","ENSG00000168913.6","ENST00000399775.2"
"ZNF608","ENSG00000168916.15","ENST00000504926.5"
"SLC35G2","ENSG00000168917.8","ENST00000393079.3"
"INPP5D","ENSG00000168918.13","ENST00000415617.5"
"LETM1","ENSG00000168924.14","ENST00000302787.2"
"CTRB1","ENSG00000168925.10","ENST00000361017.8"
"CTRB2","ENSG00000168928.12","ENST00000303037.12"
"TRIM49","ENSG00000168930.13","ENST00000532501.2"
"TMEM129","ENSG00000168936.10","ENST00000382936.7"
"PPIC","ENSG00000168938.5","ENST00000306442.4"
"SPRY3","ENSG00000168939.11","ENST00000302805.7"
"CEP120","ENSG00000168944.15","ENST00000306481.10"
"STXBP6","ENSG00000168952.15","ENST00000546511.5"
"TM4SF20","ENSG00000168955.3","ENST00000304568.3"
"MFF","ENSG00000168958.19","ENST00000304593.13"
"GRM5","ENSG00000168959.14","ENST00000455756.6"
"CPLX1","ENSG00000168993.14","ENST00000304062.10"
"PXDC1","ENSG00000168994.13","ENST00000380277.6"
"SIGLEC7","ENSG00000168995.13","ENST00000317643.10"
"NTSR2","ENSG00000169006.6","ENST00000306928.5"
"E2F6","ENSG00000169016.16","ENST00000381525.7"
"FEM1B","ENSG00000169018.5","ENST00000306917.4"
"COMMD8","ENSG00000169019.10","ENST00000381571.5"
"ATP5I","ENSG00000169020.9","ENST00000304312.4"
"UQCRFS1","ENSG00000169021.5","ENST00000304863.5"
"COL4A3","ENSG00000169031.18","ENST00000396578.7"
"MAP2K1","ENSG00000169032.9","ENST00000566326.1"
"KLK7","ENSG00000169035.11","ENST00000391807.5"
"IRS1","ENSG00000169047.5","ENST00000305123.5"
"MECP2","ENSG00000169057.21","ENST00000303391.10"
"VCX3A","ENSG00000169059.12","ENST00000398729.1"
"ACTBL2","ENSG00000169067.3","ENST00000423391.2"
"ROR2","ENSG00000169071.14","ENST00000375708.3"
"AR","ENSG00000169083.16","ENST00000374690.8"
"DHRSX","ENSG00000169084.13","ENST00000334651.10"
"ASMTL","ENSG00000169093.15","ENST00000381317.8"
"SLC25A6","ENSG00000169100.13","ENST00000381401.10"
"CHST14","ENSG00000169105.7","ENST00000559991.1"
"PARM1","ENSG00000169116.11","ENST00000307428.7"
"CSNK1G1","ENSG00000169118.17","ENST00000303052.12"
"FAM110B","ENSG00000169122.11","ENST00000361488.7"
"ARMC4","ENSG00000169126.15","ENST00000305242.9"
"AFAP1L2","ENSG00000169129.14","ENST00000304129.8"
"ZNF354A","ENSG00000169131.11","ENST00000335815.6"
"ATF5","ENSG00000169136.10","ENST00000423777.6"
"UBE2V2","ENSG00000169139.11","ENST00000523432.5"
"GOT1L1","ENSG00000169154.5","ENST00000307599.4"
"ZBTB43","ENSG00000169155.9","ENST00000449886.5"
"PCSK9","ENSG00000169174.10","ENST00000302118.5"
"XPO6","ENSG00000169180.11","ENST00000568065.5"
"GSG1L","ENSG00000169181.12","ENST00000380897.7"
"MN1","ENSG00000169184.5","ENST00000302326.4"
"APEX2","ENSG00000169188.4","ENST00000374987.3"
"NSMCE1","ENSG00000169189.16","ENST00000361439.8"
"CCDC126","ENSG00000169193.11","ENST00000307471.7"
"IL13","ENSG00000169194.9","ENST00000304506.7"
"NPIPB12","ENSG00000169203.16","ENST00000458643.3"
"OR10G3","ENSG00000169208.1","ENST00000303532.1"
"RAB3B","ENSG00000169213.6","ENST00000371655.3"
"OR6F1","ENSG00000169214.3","ENST00000302084.3"
"CD2BP2","ENSG00000169217.8","ENST00000305596.7"
"RSPO1","ENSG00000169218.13","ENST00000615459.4"
"RGS14","ENSG00000169220.17","ENST00000408923.7"
"TBC1D10B","ENSG00000169221.13","ENST00000409939.7"
"LMAN2","ENSG00000169223.14","ENST00000303127.11"
"GCSAML","ENSG00000169224.12","ENST00000366488.4"
"RAB24","ENSG00000169228.13","ENST00000303251.10"
"PRELID1","ENSG00000169230.9","ENST00000303204.8"
"CA5B","ENSG00000169239.12","ENST00000318636.7"
"SLC50A1","ENSG00000169241.17","ENST00000368404.8"
"EFNA1","ENSG00000169242.11","ENST00000368406.2"
"CXCL10","ENSG00000169245.5","ENST00000306602.2"
"NPIPB3","ENSG00000169246.16","ENST00000542817.1"
"SH3TC2","ENSG00000169247.11","ENST00000502274.1"
"CXCL11","ENSG00000169248.12","ENST00000306621.7"
"ZRSR2","ENSG00000169249.12","ENST00000307771.7"
"NMD3","ENSG00000169251.12","ENST00000351193.6"
"ADRB2","ENSG00000169252.5","ENST00000305988.5"
"B3GALNT1","ENSG00000169255.13","ENST00000320474.8"
"GPRIN1","ENSG00000169258.6","ENST00000303991.4"
"HSPB3","ENSG00000169271.2","ENST00000302005.2"
"KCNAB1","ENSG00000169282.17","ENST00000471742.5"
"MRPL1","ENSG00000169288.17","ENST00000315567.12"
"SHE","ENSG00000169291.9","ENST00000486773.1"
"NR0B1","ENSG00000169297.7","ENST00000378970.4"
"PGM2","ENSG00000169299.13","ENST00000381967.8"
"STK32A","ENSG00000169302.14","ENST00000397936.7"
"IL1RAPL1","ENSG00000169306.9","ENST00000378993.5"
"P2RY12","ENSG00000169313.9","ENST00000302632.3"
"OR5AU1","ENSG00000169327.4","ENST00000304418.4"
"KIAA1024","ENSG00000169330.8","ENST00000305428.7"
"PDILT","ENSG00000169340.9","ENST00000302451.8"
"UMOD","ENSG00000169344.15","ENST00000570689.5"
"GP2","ENSG00000169347.16","ENST00000341642.9"
"SLC33A1","ENSG00000169359.13","ENST00000359479.7"
"SNUPN","ENSG00000169371.13","ENST00000308588.9"
"CRADD","ENSG00000169372.12","ENST00000332896.7"
"SIN3A","ENSG00000169375.15","ENST00000360439.8"
"RNASE2","ENSG00000169385.2","ENST00000304625.2"
"ELSPBP1","ENSG00000169393.8","ENST00000339841.6"
"RNASE3","ENSG00000169397.3","ENST00000304639.3"
"PTK2","ENSG00000169398.19","ENST00000523539.5"
"RSPH10B2","ENSG00000169402.15","ENST00000297186.7"
"PTAFR","ENSG00000169403.11","ENST00000539896.1"
"PTPN9","ENSG00000169410.9","ENST00000306726.6"
"RNASE6","ENSG00000169413.2","ENST00000304677.2"
"NPR1","ENSG00000169418.9","ENST00000368680.3"
"CXCL8","ENSG00000169429.10","ENST00000307407.7"
"SCN9A","ENSG00000169432.14","ENST00000409672.5"
"RASSF6","ENSG00000169435.13","ENST00000307439.9"
"SDC2","ENSG00000169439.11","ENST00000302190.8"
"CD52","ENSG00000169442.8","ENST00000374213.2"
"MMGT1","ENSG00000169446.5","ENST00000305963.2"
"SPRR1B","ENSG00000169469.8","ENST00000307098.4"
"SPRR1A","ENSG00000169474.4","ENST00000368762.1"
"OR4K14","ENSG00000169484.2","ENST00000305045.2"
"OR4K15","ENSG00000169488.5","ENST00000305051.5"
"TM2D2","ENSG00000169490.16","ENST00000397070.6"
"HTRA4","ENSG00000169495.4","ENST00000302495.4"
"PLEKHA2","ENSG00000169499.14","ENST00000617275.4"
"CLIC4","ENSG00000169504.14","ENST00000374379.8"
"SLC38A11","ENSG00000169507.9","ENST00000303735.8"
"GPR183","ENSG00000169508.6","ENST00000376414.4"
"CRCT1","ENSG00000169509.5","ENST00000368790.3"
"CCDC8","ENSG00000169515.5","ENST00000307522.3"
"METTL15","ENSG00000169519.20","ENST00000407364.7"
"ZNF280A","ENSG00000169548.3","ENST00000302097.3"
"MUC15","ENSG00000169550.12","ENST00000436318.6"
"CT55","ENSG00000169551.12","ENST00000276241.10"
"ZEB2","ENSG00000169554.18","ENST00000409487.7"
"GJB1","ENSG00000169562.9","ENST00000361726.6"
"PCBP1","ENSG00000169564.6","ENST00000303577.6"
"HINT1","ENSG00000169567.11","ENST00000304043.9"
"DTWD2","ENSG00000169570.9","ENST00000304058.8"
"VPREB1","ENSG00000169575.4","ENST00000403807.3"
"CLIC3","ENSG00000169583.12","ENST00000494426.1"
"BNC1","ENSG00000169594.13","ENST00000345382.6"
"NFU1","ENSG00000169599.12","ENST00000303698.7"
"ANTXR1","ENSG00000169604.19","ENST00000303714.8"
"GKN1","ENSG00000169605.5","ENST00000377938.2"
"CKAP2L","ENSG00000169607.12","ENST00000302450.10"
"C15orf40","ENSG00000169609.13","ENST00000565712.1"
"FAM103A1","ENSG00000169612.3","ENST00000304191.3"
"PROKR1","ENSG00000169618.6","ENST00000303786.4"
"APLF","ENSG00000169621.9","ENST00000303795.8"
"RGPD8","ENSG00000169629.11","ENST00000302558.7"
"HIC2","ENSG00000169635.9","ENST00000407464.6"
"LUZP1","ENSG00000169641.13","ENST00000418342.5"
"HEXDC","ENSG00000169660.15","ENST00000327949.13"
"DRD5","ENSG00000169676.5","ENST00000304374.3"
"BUB1","ENSG00000169679.14","ENST00000302759.10"
"SPNS1","ENSG00000169682.17","ENST00000311008.15"
"LRRC45","ENSG00000169683.7","ENST00000306688.7"
"CHRNA5","ENSG00000169684.13","ENST00000394802.4"
"MT1B","ENSG00000169688.10","ENST00000334346.2"
"CENPX","ENSG00000169689.14","ENST00000392359.7"
"AGPAT2","ENSG00000169692.12","ENST00000371696.6"
"ASPSCR1","ENSG00000169696.15","ENST00000306739.8"
"GP9","ENSG00000169704.4","ENST00000307395.4"
"FASN","ENSG00000169710.8","ENST00000306749.3"
"CNBP","ENSG00000169714.16","ENST00000502976.5"
"MT1E","ENSG00000169715.14","ENST00000306061.10"
"ACTRT2","ENSG00000169717.6","ENST00000378404.3"
"DUS1L","ENSG00000169718.17","ENST00000542088.2"
"GPS1","ENSG00000169727.12","ENST00000578552.5"
"RFNG","ENSG00000169733.11","ENST00000310496.8"
"DCXR","ENSG00000169738.7","ENST00000306869.6"
"ZNF32","ENSG00000169740.13","ENST00000374433.6"
"LDB2","ENSG00000169744.12","ENST00000304523.9"
"RAC3","ENSG00000169750.8","ENST00000306897.8"
"LIMS1","ENSG00000169756.16","ENST00000544547.5"
"NLGN1","ENSG00000169760.17","ENST00000457714.5"
"TAPT1","ENSG00000169762.16","ENST00000405303.6"
"UGP2","ENSG00000169764.15","ENST00000613823.1"
"TAS2R1","ENSG00000169777.6","ENST00000506620.1"
"LINGO1","ENSG00000169783.12","ENST00000355300.6"
"RBMY1F","ENSG00000169800.13","ENST00000454978.2"
"HNRNPF","ENSG00000169813.16","ENST00000337970.7"
"BTD","ENSG00000169814.12","ENST00000303498.9"
"CSGALNACT2","ENSG00000169826.7","ENST00000374466.3"
"TACR3","ENSG00000169836.4","ENST00000304883.2"
"GSX1","ENSG00000169840.4","ENST00000302945.2"
"PCDH7","ENSG00000169851.15","ENST00000511884.6"
"ONECUT1","ENSG00000169856.8","ENST00000305901.6"
"AVEN","ENSG00000169857.7","ENST00000306730.7"
"P2RY1","ENSG00000169860.6","ENST00000305097.5"
"CTNND2","ENSG00000169862.18","ENST00000304623.12"
"TRIM56","ENSG00000169871.12","ENST00000306085.10"
"MUC17","ENSG00000169876.13","ENST00000306151.8"
"AHSP","ENSG00000169877.9","ENST00000302312.8"
"WNT10B","ENSG00000169884.13","ENST00000301061.8"
"REPS2","ENSG00000169891.17","ENST00000303843.7"
"SYAP1","ENSG00000169895.5","ENST00000380155.3"
"ITGAM","ENSG00000169896.16","ENST00000544665.7"
"PYDC1","ENSG00000169900.7","ENST00000302964.3"
"TPST1","ENSG00000169902.13","ENST00000304842.5"
"TM4SF4","ENSG00000169903.6","ENST00000305354.4"
"TOR1AIP2","ENSG00000169905.12","ENST00000367612.7"
"S100G","ENSG00000169906.5","ENST00000380200.3"
"TM4SF1","ENSG00000169908.11","ENST00000305366.7"
"OTUD3","ENSG00000169914.5","ENST00000375120.3"
"OTUD7A","ENSG00000169918.9","ENST00000307050.5"
"GUSB","ENSG00000169919.16","ENST00000304895.8"
"BRD3","ENSG00000169925.16","ENST00000303407.11"
"FRMPD4","ENSG00000169933.13","ENST00000616992.1"
"ZFPM2","ENSG00000169946.13","ENST00000407775.6"
"ZNF764","ENSG00000169951.9","ENST00000395091.2"
"HSFY2","ENSG00000169953.11","ENST00000304790.3"
"ZNF747","ENSG00000169955.7","ENST00000395094.3"
"ZNF768","ENSG00000169957.9","ENST00000562803.1"
"TAS1R3","ENSG00000169962.4","ENST00000339381.5"
"TMEM42","ENSG00000169964.7","ENST00000302392.4"
"MAP3K2","ENSG00000169967.16","ENST00000409947.5"
"PUSL1","ENSG00000169972.11","ENST00000379031.9"
"SF3B5","ENSG00000169976.6","ENST00000367569.3"
"ZNF35","ENSG00000169981.10","ENST00000296092.7"
"TIGD4","ENSG00000169989.2","ENST00000304337.2"
"IFFO2","ENSG00000169991.10","ENST00000455833.6"
"NLGN2","ENSG00000169992.9","ENST00000302926.6"
"TMEM154","ENSG00000170006.11","ENST00000304385.7"
"MYRIP","ENSG00000170011.13","ENST00000302541.10"
"ALCAM","ENSG00000170017.12","ENST00000306107.9"
"YWHAG","ENSG00000170027.6","ENST00000307630.4"
"UBE2E3","ENSG00000170035.15","ENST00000410062.8"
"CNTROB","ENSG00000170037.13","ENST00000576536.1"
"TRAPPC1","ENSG00000170043.11","ENST00000303731.8"
"ZPLD1","ENSG00000170044.8","ENST00000306176.5"
"KCNAB3","ENSG00000170049.9","ENST00000303790.2"
"SERPINA9","ENSG00000170054.14","ENST00000337425.9"
"GPR37L1","ENSG00000170075.8","ENST00000367282.5"
"SIMC1","ENSG00000170085.17","ENST00000429602.6"
"TMEM192","ENSG00000170088.13","ENST00000506087.5"
"HMP19","ENSG00000170091.10","ENST00000303177.7"
"SPDYE5","ENSG00000170092.14","ENST00000625065.3"
"SERPINA6","ENSG00000170099.5","ENST00000341584.3"
"ZNF778","ENSG00000170100.13","ENST00000620195.4"
"NIPA1","ENSG00000170113.15","ENST00000337435.8"
"FOXD4","ENSG00000170122.5","ENST00000382500.3"
"GPR25","ENSG00000170128.4","ENST00000304244.4"
"UBE2E1","ENSG00000170142.11","ENST00000306627.7"
"HNRNPA3","ENSG00000170144.20","ENST00000392524.6"
"SIK2","ENSG00000170145.4","ENST00000304987.3"
"RNF150","ENSG00000170153.10","ENST00000515673.6"
"CCDC144A","ENSG00000170160.17","ENST00000399273.5"
"VGLL2","ENSG00000170162.13","ENST00000352536.7"
"HOXD4","ENSG00000170166.5","ENST00000306324.3"
"CHRNB1","ENSG00000170175.10","ENST00000575379.1"
"HOXD12","ENSG00000170178.6","ENST00000406506.3"
"GYPA","ENSG00000170180.19","ENST00000324022.14"
"USP38","ENSG00000170185.9","ENST00000307017.8"
"SLC16A5","ENSG00000170190.15","ENST00000450736.6"
"NANP","ENSG00000170191.4","ENST00000304788.3"
